"","id","created_time","snippet","headline"
"479",9,"2008-01-01T05:00:00+0000","","Gay Muslims party in Berlin, nervously"
"480",10,"2007-01-02T21:33:27+0000","With all the uproar over the decision by Representative-elect Keith Ellison, the first Muslim to serve in Congress, to swear-in using the Koran, we’ve neglected the fact that Buddhism will be represented in Congress for the first time.","A Congressman, a Muslim and a Buddhist Walk Into a Bar…"
"481",1,"2009-02-03T05:00:00+0000","","Australian court jails Muslim cleric"
"482",2,"2001-10-05T05:00:00+0000","Two-day conference of Muslim and Christian leaders that was supposed to highlight cooperation shows significant signs of conflict; several speakers explicitly tie terrorism to treatment of Palestinians in Israel and express strong anti-American fe...","Harsh Words at Christian-Muslim Meeting"
"483",3,"2006-03-19T05:00:00+0000","Profile of Amir Khan, 19-year-old boxer who was considered prodigy at age 11; he is British citizen of Pakistani descent and practicing Muslim; has been compared with Sugar Ray Leonard and Muhammad Ali and says his goal is to show British Asian yo...","The Great British-Pakistani-Muslim Hope"
"484",4,"2005-07-21T05:00:00+0000","","Britain acts to expel Muslim firebrands"
"485",5,"2001-12-23T05:00:00+0000","","Diverse Works Exhibited by Muslim Artists"
"486",6,"2005-08-21T05:00:00+0000","Pope Benedict XVI used his first meeting with Muslims to deliver a blunt message on Saturday that Christianity and Islam had no choice but to work together to quell terrorism, which he said represented ''the darkness of a new barbarism.''     In a...","Pope Urges Muslims to Confront Terrorism"
"487",7,"2004-11-09T05:00:00+0000","","Politicus : Where is the debate on Europe's Muslims?"
"488",8,"2009-01-05T05:00:00+0000","","Arrests increased in Muslim region of China"
"489",9,"2001-12-17T05:00:00+0000","","Where Muslim Traditions Meet Modernity"
"490",10,"2005-11-13T05:00:00+0000","A meeting of Muslim nations initiated by the Bush administration ended in discord on Saturday after objections by Egypt blocked a final declaration supporting democracy.      The administration did, however, get backing for a $50 million foundatio...","Meeting of Muslim Nations Ends in Discord"
"491",1,"2010-11-09T14:18:01+0000","Speaking in Indonesia, the president renewed his call for better relations between the United States and the Muslim world.","Obama Pledges Expanded Ties With Muslim Nations"
"492",2,"2007-11-09T05:00:00+0000","Civil rights groups say that a plan to create a map detailing the Muslim communities in Los Angeles is no better than racial profiling.","Protest Greets Police Plan to Map Muslim Angelenos"
"493",3,"2006-02-07T05:00:00+0000","","Muslim cleric guilty of soliciting murder"
"494",4,"2007-08-08T05:00:00+0000","","Muslim financiers fight suspicion in U.S."
"495",5,"2008-04-02T05:00:00+0000","","China discloses protest in Muslim region"
"496",6,"2010-08-15T22:43:09+0000","The South African Muslim scholar Adam Mahomed Habib spoke at a meeting of the American Sociological Association in Atlanta.","Barred Muslim Scholar Back in U.S."
"497",7,"2008-10-19T05:00:00+0000","","China tightens grip on Muslims in Xinjiang"
"498",8,"2004-12-11T05:00:00+0000","","SPOTLIGHT : A Muslim voice for Turkish business"
"499",9,"2006-01-12T05:00:00+0000","","Hundreds of muslim pilgrims killed in crush"
"500",10,"2002-10-17T05:00:00+0000","Indonesian government, in about-face, acknowledges that fundamentalist Islamic group Jemaah Islamiyah exists and is terrorist organization, and that its leader may be Abu Bakar Bashir, Islamic preacher who expresses admiration for Osama bin Laden ...","Indonesia Links Muslim  Group With Terrorism"
